player1,player2,score1,score2,round,tourneyName,eventName,date
TiredMage,sly,1,3,Winners Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Lapriz,Beagle,2,3,Winners Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
EloDad,Kira Hana,3,1,Winners Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Queenie,Tenack,2,3,Winners Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Ticklememour,FumoSapian,3,0,Winners Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Eddventure,galaxybutter,3,0,Winners Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
| BSG,Liargos,3,1,Winners Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
MFCR,Gear_Lock,3,0,Winners Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
MjKurase,AlexNoah89,3,0,Winners Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Corey,Vegeks_,3,0,Winners Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
CPU,Lolo,3,2,Winners Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
OddToaster,Bluelinkys,3,2,Winners Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Papple,K20T00,0,3,Winners Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
SantaAceKeem,Maigo,3,0,Winners Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Remi Celeste,Farko,3,0,Winners Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Solstice,BlueHek997,3,0,Winners Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
HereticMAGICMAN,Kreator,0,3,Winners Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Stealthy,Kensei,3,0,Winners Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Jen,Chocolate,1,3,Winners Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Petrafied,Kreeg,1,3,Winners Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
KudoGio,Wonton,3,1,Winners Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
NBNHMR,Marvelo,3,1,Grand Final,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Tsundahri,NeuroDaGod,1,3,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
auxpatch,BlackSamuraiX,0,3,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
FumoSapian,Yurikov,0,3,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
NUTS_HANGIN_69,Flare_g,0,3,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Kira Hana,Beamin,3,0,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Queenie,Neko Overlord,0,3,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
TiredMage,Sunny,3,0,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Worlds Strongest,Ysmael,-1,0,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Lapriz,Lanji,3,1,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Chris Chaos,Penguin,1,3,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
WC 44 ONLY,Hourglass_of_rain,3,2,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
WC 44 ONLY,Hourglass_of_rain,3,2,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Skull_Duggers,Medici,3,0,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
HereticMAGICMAN,Sho,3,0,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
KidBuumer,Kodesu,3,2,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Tobyclone1,Pk-Yandere,3,2,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Brian_D,Tensorial,0,3,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Papple,aloha,3,1,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Petrafied,Nupperz,1,3,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Jen,YomiFGC,3,1,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Wonton,Beluga,1,3,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Liargos,Meatloaf,3,1,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
BlueHek997,CrimZon,3,2,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Kensei,Lamayo,3,0,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Farko,Coach Steve,2,3,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
galaxybutter,Vera Caelestis,3,0,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Maigo,Jdjones,2,3,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Bluelinkys,Wabunga,-1,0,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Lolo,le_supreme,3,0,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
AlexNoah89,Ronincat,1,3,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Gear_Lock,greed_,1,3,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Vegeks_,Mawquis,2,3,Losers Round 3,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
never,NeuroDaGod,0,3,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
BlackSamuraiX,RandyVelour,3,2,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Beamin,lil hotdog,3,1,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Pinecone,Neko Overlord,1,3,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
40%Flashkick,Yurikov,0,3,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Flare_g,Saint,0,-1,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
SPLOOSH,Sunny,1,3,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Ichi,Penguin,0,3,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
monte,Ysmael,1,3,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Wattson,Lanji,0,3,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Darren,Medici,0,3,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Hourglass_of_rain,seph,3,2,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Edgy Hedgy,GillGC,0,3,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Sho,Aqua,3,0,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Pk-Yandere,BUSTA Rhymez,-1,-1,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
meesto finah,aloha,-1,0,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
pip gameing,Tensorial,0,3,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Kodesu,mimi,3,0,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
PizzaSlut,Meatloaf,0,3,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
MajinMiku,Beluga,1,3,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
YomiFGC,Hellboyryan,3,0,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
MrChupy01,Nupperz,2,3,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Mirage,Vera Caelestis,-1,0,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
aBudgetBox,Lamayo,2,3,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
vamp,CrimZon,0,3,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Starks,Coach Steve,2,3,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
le_supreme,Mixup,3,1,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Jdjones,fka bread,3,0,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Wabunga,Battlepants,3,0,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Kujo_20,Ronincat,0,3,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
UnderWare,Mawquis,0,3,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
greed_,DominentVT,3,0,Losers Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Kreeg,Beamin,3,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Wonton,Noisette,3,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
40%Flashkick,Chocolate,-1,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
NBNHMR,SQ,3,1,Winners Final,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Marvelo,Vera Caelestis,3,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
NBNHMR,Ronincat,3,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
daze,DominentVT,3,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
SQ,Mawquis,3,1,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Worlds Strongest,Mirage,0,-1,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
KidBuumer,UnderWare,3,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
greed_,Tobyclone1,1,3,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Collom,Meatloaf,3,1,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Kujo_20,Brian_D,2,3,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Kaneki,fka bread,3,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Skull_Duggers,Mixup,3,1,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Young_Lz_23,Battlepants,3,2,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Osmosis,NUTS_HANGIN_69,-1,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
PORK LAZER,le_supreme,3,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
WC 44 ONLY,Wabunga,3,1,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
mike_Saftig,SpicyFetus,3,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Dusty,Jdjones,3,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
TiredMage,CrimZon,3,1,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Lapriz,Lamayo,3,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
meesto finah,auxpatch,-1,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Coach Steve,Audiens,0,3,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Beagle,ForeverBored,3,1,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
sly,RetroRed,0,-1,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Chris Chaos,Starks,3,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Zintai,Aqua,3,1,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Ticklememour,Hellboyryan,3,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Beluga,Queenie,2,3,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Sho,Tsundahri,1,3,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Nupperz,EloDad,1,3,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
MrChupy01,Kira Hana,0,3,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Tenack,Sontoowavy,0,-1,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
TiempoGris,FumoSapian,-1,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Eddventure,Ysmael,3,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
MFCR,BUSTA Rhymez,3,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
MjKurase,Tensorial,3,2,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Corey,mimi,3,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
galaxybutter,monte,3,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
AlexNoah89,pip gameing,3,1,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
| BSG,Saint,0,-1,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Lillie,Vegeks_,2,3,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Pk-Yandere,Gear_Lock,0,3,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
CPU,Medici,3,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
OddToaster,seph,3,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
SantaAceKeem,GillGC,3,2,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Flare_g,Liargos,1,3,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Bluelinkys,Goatee Gaming,3,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Lolo,LKBLUE,0,-1,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Maigo,Edgy Hedgy,3,1,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Papple,RandyVelour,3,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Remi Celeste,Penguin,3,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Stealthy,Lanji,3,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Remi Celeste,Penguin,3,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Solstice,Sunny,3,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
BlueHek997,SPLOOSH,0,-1,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Farko,Ichi,3,1,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Kensei,Obviouslysubtl3,0,-1,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
HereticMAGICMAN,NeuroDaGod,3,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Kreator,never,3,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Petrafied,lil hotdog,3,0,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
KudoGio,Neko Overlord,3,2,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Yurikov,Jen,2,3,Winners Round 2,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
never,BJDenim,0,-1,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
40%Flashkick,Cinamon,3,1,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Beamin,Mute,0,-1,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
BlackSamuraiX,BtW,-1,-1,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Noisette,Pinecone,0,3,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Obviouslysubtl3,Wattson,-1,0,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
RandyVelour,zSyrup,3,0,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Ichi,Citric,3,0,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
SPLOOSH,Joko,3,0,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Flare_g,Gooba,3,1,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Lanji,JustSayImJudd,3,0,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Penguin,Humoresque,3,1,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Sunny,thiccblades,3,0,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Edgy Hedgy,Zinc,0,-1,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
monte,Roku,3,1,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Goatee Gaming,Hourglass_of_rain,1,3,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
LKBLUE,Darren,-1,0,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Lillie,Kodesu,1,3,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
pip gameing,Essemyth,3,1,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Sho,Z_Guy,3,2,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Pk-Yandere,Nushinator,3,2,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Sontoowavy,MajinMiku,-1,0,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
meesto finah,CanPakes,0,-1,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
TiempoGris,YomiFGC,-1,0,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
MrChupy01,AppleN,0,-1,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
RetroRed,vamp,-1,0,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
ForeverBored,aBudgetBox,0,3,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
SpicyFetus,aloha,2,3,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Starks,K0ba,3,0,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Osmosis,PizzaSlut,-1,0,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
CrimZon,lastcody,0,-1,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Coach Steve,DaruFlame,3,0,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Lamayo,BestGingey,0,-1,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
le_supreme,Vega,3,2,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Jdjones,heen,3,1,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Wabunga,Burstdragon1,0,-1,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Mirage,harpy,-1,-1,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
greed_,ZeroVerxs,3,0,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Kujo_20,JayC,0,-1,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
UnderWare,Papa Leo,0,-1,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Ronincat,sylxs(neiir),3,0,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
DominentVT,Darglchorfius,3,0,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Mawquis,TheDoodWill,3,0,Losers Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
SQ,Marvelo,1,3,Losers Final,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Corey,Marvelo,0,3,Losers Semi-Final,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
NBNHMR,Marvelo,3,2,Winners Semi-Final,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Pinecone,DominentVT,1,3,Winners Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Mute,Mawquis,-1,0,Winners Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Cinamon,Ronincat,0,3,Winners Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
BJDenim,Vera Caelestis,-1,0,Winners Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
NBNHMR,Remi Celeste,3,1,Winners Quarter-Final,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Battlepants,Citric,3,1,Winners Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
SQ,daze,3,0,Winners Semi-Final,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Joko,Mixup,0,3,Winners Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Wattson,fka bread,0,3,Winners Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
BtW,Meatloaf,-1,0,Winners Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
Marvelo,Eddventure,3,0,Winners Quarter-Final,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
NUTS_HANGIN_69,zSyrup,3,1,Winners Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
JustSayImJudd,Jdjones,0,3,Winners Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
SQ,Solstice,3,2,Winners Quarter-Final,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
le_supreme,thiccblades,3,2,Winners Round 1,tns-guilty-gear-strive-62-crossplay,guilty-gear-strive-crossplay,12.19.22
