placement,name,id,char1,char2,char3,tourney,event,date
49,JayC,10524698,,,,tns-guilty-gear-strive-45-pc,guilty-gear-strive-pc,7.11.22
49,CPU,10534407,,,,tns-guilty-gear-strive-45-pc,guilty-gear-strive-pc,7.11.22
49,Mio,10537873,,,,tns-guilty-gear-strive-45-pc,guilty-gear-strive-pc,7.11.22
49,Tenack,10538747,,,,tns-guilty-gear-strive-45-pc,guilty-gear-strive-pc,7.11.22
49,Pixilated_max,10535282,,,,tns-guilty-gear-strive-45-pc,guilty-gear-strive-pc,7.11.22
49,HowDoIBlock?,10534821,,,,tns-guilty-gear-strive-45-pc,guilty-gear-strive-pc,7.11.22
49,Z_Guy,10533866,,,,tns-guilty-gear-strive-45-pc,guilty-gear-strive-pc,7.11.22
49,mike_Saftig,10535813,,,,tns-guilty-gear-strive-45-pc,guilty-gear-strive-pc,7.11.22
49,KudoGio,10534427,,,,tns-guilty-gear-strive-45-pc,guilty-gear-strive-pc,7.11.22
49,Turkwise,10537282,,,,tns-guilty-gear-strive-45-pc,guilty-gear-strive-pc,7.11.22
49,Apotheosis,10538621,Zato,,,tns-guilty-gear-strive-45-pc,guilty-gear-strive-pc,7.11.22
49,Queenie,10529305,,,,tns-guilty-gear-strive-45-pc,guilty-gear-strive-pc,7.11.22
49,saturnnz,10535345,,,,tns-guilty-gear-strive-45-pc,guilty-gear-strive-pc,7.11.22
49,Ronincat,10531368,,,,tns-guilty-gear-strive-45-pc,guilty-gear-strive-pc,7.11.22
49,Kunbuns,10537021,,,,tns-guilty-gear-strive-45-pc,guilty-gear-strive-pc,7.11.22
65,PizzaSlut,10536434,,,,tns-guilty-gear-strive-45-pc,guilty-gear-strive-pc,7.11.22
65,Nao,10518586,,,,tns-guilty-gear-strive-45-pc,guilty-gear-strive-pc,7.11.22
65,LunarxTee,10535701,,,,tns-guilty-gear-strive-45-pc,guilty-gear-strive-pc,7.11.22
65,Mike Nada,10537899,,,,tns-guilty-gear-strive-45-pc,guilty-gear-strive-pc,7.11.22
65,Goldiblockz,10516633,,,,tns-guilty-gear-strive-45-pc,guilty-gear-strive-pc,7.11.22
65,Llamas123,10533473,,,,tns-guilty-gear-strive-45-pc,guilty-gear-strive-pc,7.11.22
65,Light Strider,10535465,,,,tns-guilty-gear-strive-45-pc,guilty-gear-strive-pc,7.11.22
65,Shouma,10521744,,,,tns-guilty-gear-strive-45-pc,guilty-gear-strive-pc,7.11.22
1,Miguel,10605371,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
2,Remi Celeste,10603985,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
3,Stealthy,10605210,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
4,Marvelo,10604121,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
5,Osmosis,10601639,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
5,Jdjones,10605058,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
7,BlueHek997,10603489,Ky,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
7,Testyourluck,10605716,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
9,PORK LAZER,10601691,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
9,JayRain,10605296,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
9,WATER-1,10603086,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
9,Medic,10603758,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
13,Lamayo,10583302,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
13,Lookewarm,10605916,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
13,Trevwerd,10605106,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
13,Mop,10599943,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
17,Dusty,10596498,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
17,HowDoIBlock?,10600627,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
17,Jodi Bleek,10605128,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
17,Tensorial,10604967,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
17,Smuggles,10604969,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
17,RideFGC,10603924,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
17,Young_Gouki,10592982,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
17,PrinceJobber,10602994,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
25,GillGC,10605678,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
25,Zintai,10604869,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
25,CrownThunder,10605491,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
25,NERO,10602169,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
25,KidFrost,10605252,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
25,NeuralArch,10605172,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
25,Vinny G,10605799,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
25,Loona,10602449,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
33,DarthPhallus,10605127,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
33,Gavin_XI,10605302,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
33,Musashi,10603878,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
33,azormx,10575476,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
33,DeathTheGamer,10598655,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
33,Superboy_,10599390,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
33,Wonton,10604926,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
33,Teemo,10605896,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
33,CPU,10600517,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
33,SquidgeLuke,10605206,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
33,Ichi,10605753,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
33,Bonj,10605683,Ram,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
33,Mango4Tango,10599803,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
33,defnotdylo,10604928,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
33,BeefyManatee,10604735,Gold,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
33,JJnews,10601050,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
49,Kreator,10605503,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
49,KudoGio,10601694,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
49,Slithraa,10604949,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
49,Hardcoreplains,10604983,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
49,Tilted,10597834,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
49,XyberPX,10604984,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
49,MyGameDragon,10604251,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
49,Meat,10605107,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
49,JH_Maxninja,10601823,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
49,ElectroKinetic,10605535,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
49,HEARTS,10602488,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
49,Sunny,10603080,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
49,SonAceKeem,10603954,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
49,XmanguyFGC,10588419,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
49,40%Flashkick,10605803,Gio,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
49,Emperor,10604959,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
65,Z_Guy,10605147,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
65,RadioRedMage,10601977,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
65,CCURLY,10603970,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
65,Twillie,10598483,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
65,Muttu,10599174,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
65,CrimZon,10600863,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
65,Mike Nada,10600721,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
65,Omega Fiend,10598656,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
65,Cookies,10604815,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
65,night breed 9,10603950,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
65,Ven,10576038,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
65,Lavender,10604135,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
65,CreakyAxe,10604418,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
65,A.B.Y,10605853,Gio,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
65,nobody,10604575,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
65,GitGudOrDieYoung,10589907,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
65,HoekyPoeky,10583568,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
65,Dragknown,10598103,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
65,MadAzureLad,10599615,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
65,senpo,10581447,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
65,Arba,10604572,Nago,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
65,NuclearMonje,10605419,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
65,Dhaleem,10605072,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
65,DontCareBear,10604299,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
65,Mio,10601701,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
65,Logan,10605653,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
65,kitana,10604846,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
65,WC 44 ONLY,10604918,,,,tns-guilty-gear-strive-46-pc,guilty-gear-strive-pc,7.18.22
1,UMISHO,10670487,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
2,KudoGio,10666942,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
3,Stealthy,10671080,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
4,Miguel,10670866,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
5,Chetoo,10670666,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
5,Petrafied,10668602,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
7,Papple,10669343,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
7,NeuralArch,10669206,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
9,NERO,10642567,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
9,Apotheosis,10670122,Zato,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
9,Risetto,10671120,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
9,JJnews,10666816,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
13,MacMens,10664422,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
13,Flowerman,10666241,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
13,Superboy_,10658685,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
13,WATER-1,10670199,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
17,Osmosis,10670384,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
17,HowDoIBlock?,10666215,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
17,Jdjones,10670957,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
17,Kyet,10670716,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
17,Larry Cage,10645100,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
17,DeathTheGamer,10637867,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
17,Young_Lz_23,10669500,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
17,Young_Gouki,10666760,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
25,YJK,10668760,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
25,PORK LAZER,10669477,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
25,Dusty,10670775,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
25,Herbz,10669819,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
25,Mango4Tango,10664199,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
25,The Autman,10670858,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
25,SquidgeLuke,10671010,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
25,Lamayo,10664725,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
33,Elkmin,10668082,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
33,nobody,10668785,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
33,Rin,10668033,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
33,Twillie,10669211,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
33,Wonton,10670533,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
33,tsund,10670251,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
33,birdbrain,10669421,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
33,Medici,10664267,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
33,40%Flashkick,10668714,Gio,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
33,Matter,10656877,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
33,XxV3NT1F4NxX,10670898,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
33,Z_Guy,10669644,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
33,SwollenOsty,10655607,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
33,kelmo,10666708,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
33,WK-Swagner,10670383,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
33,buffaerialspinningkong,10665085,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
49,JH_Maxninja,10648540,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
49,mike_Saftig,10668813,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
49,Testyourluck,10670940,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
49,Mio,10666969,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
49,CreakyAxe,10669881,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
49,XmanguyFGC,10648801,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
49,Supostus,10668045,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
49,Lavender,10671095,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
49,Supreme Honkifex,10658994,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
49,PrinceJobber,10669695,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
49,Trevwerd,10668867,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
49,WyCry,10669956,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
49,MadAzureLad,10667482,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
49,Omega X,10663604,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
49,DontCareBear,10666901,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
49,Kreator,10670712,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
65,Stratos,10669937,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
65,majestic,10650748,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
65,BurnsideEX,10670363,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
65,CondorLord,10670387,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
65,SuzukiPeaches,10660243,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
65,RadioRedMage,10666117,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
65,Oz,10648283,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
65,Dippykun,10668974,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
65,Llamas123,10664095,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
65,B-Roll,10670747,Bridget,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
65,azormx,10637127,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
65,Smuggles,10670461,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
65,| butter-punch,10669703,,,,tns-guilty-gear-strive-47-pc,guilty-gear-strive-pc,7.25.22
1,Marvelo,10843335,,,,tns-guilty-gear-strive-48-pc,guilty-gear-strive-pc,8.15.22
2,Symbolist,10842840,,,,tns-guilty-gear-strive-48-pc,guilty-gear-strive-pc,8.15.22
3,MacMens,10841700,,,,tns-guilty-gear-strive-48-pc,guilty-gear-strive-pc,8.15.22
4,MFCR,10843290,,,,tns-guilty-gear-strive-48-pc,guilty-gear-strive-pc,8.15.22
5,Trevor Tsu,10843603,,,,tns-guilty-gear-strive-48-pc,guilty-gear-strive-pc,8.15.22
5,Elkmin,10842092,,,,tns-guilty-gear-strive-48-pc,guilty-gear-strive-pc,8.15.22
7,Dusty,10840240,,,,tns-guilty-gear-strive-48-pc,guilty-gear-strive-pc,8.15.22
7,Flowerman,10840669,,,,tns-guilty-gear-strive-48-pc,guilty-gear-strive-pc,8.15.22
9,Larry Cage,10843365,,,,tns-guilty-gear-strive-48-pc,guilty-gear-strive-pc,8.15.22
9,Bluelinkys,10842978,,,,tns-guilty-gear-strive-48-pc,guilty-gear-strive-pc,8.15.22
9,Jdjones,10842081,,,,tns-guilty-gear-strive-48-pc,guilty-gear-strive-pc,8.15.22
9,Nagato,10801237,,,,tns-guilty-gear-strive-48-pc,guilty-gear-strive-pc,8.15.22
13,Young_Lz_23,10841624,,,,tns-guilty-gear-strive-48-pc,guilty-gear-strive-pc,8.15.22
13,mike_Saftig,10843522,,,,tns-guilty-gear-strive-48-pc,guilty-gear-strive-pc,8.15.22
13,Minish,10840458,,,,tns-guilty-gear-strive-48-pc,guilty-gear-strive-pc,8.15.22
13,Mango4Tango,10834774,,,,tns-guilty-gear-strive-48-pc,guilty-gear-strive-pc,8.15.22
17,Yurikov,10843163,,,,tns-guilty-gear-strive-48-pc,guilty-gear-strive-pc,8.15.22
17,Mr_thirdEye,10841536,,,,tns-guilty-gear-strive-48-pc,guilty-gear-strive-pc,8.15.22
19,| butter-punch,10844162,,,,tns-guilty-gear-strive-48-pc,guilty-gear-strive-pc,8.15.22
19,HowDoIBlock?,10839050,,,,tns-guilty-gear-strive-48-pc,guilty-gear-strive-pc,8.15.22
19,Osmosis,10838416,,,,tns-guilty-gear-strive-48-pc,guilty-gear-strive-pc,8.15.22
19,Mop,10833828,,,,tns-guilty-gear-strive-48-pc,guilty-gear-strive-pc,8.15.22
19,Zintai,10843672,,,,tns-guilty-gear-strive-48-pc,guilty-gear-strive-pc,8.15.22
19,Zaran,10842439,,,,tns-guilty-gear-strive-48-pc,guilty-gear-strive-pc,8.15.22
